domain,sub_domain,plaintext,ciphertext,algorithm
Internet Records,User Preferences,"User456 prefers a light theme with a small font size for a minimalist interface. Privacy settings are strict, with all cookies and tracking disabled. These preferences are consistent across all devices.","Fhvi456 kivuvih z ortsg gsvnv drgs z hnzoo ulmg hrav uli z nrmrnzorhg rmgviuzxv. Kirezxb hvggrmth ziv hgirxg, drgs zoo xllprvh zmw gizxprmt wrhzyovw. Gsvhv kivuvivmxvh ziv xlmhrhgvmg zxilhh zoo wverxvh.",AtBash
Internet Records,User Preferences,"Notification Preferences: User prefers push notifications for breaking news and weather updates. Privacy Preferences: Cookies are enabled for essential functions only, and tracking is limited to anonymized data.","Mlgrurxzgrlm Kivuvivmxvh: Fhvi kivuvih kfhs mlgrurxzgrlmh uli yivzprmt mvdh zmw dvzgsvi fkwzgvh. Kirezxb Kivuvivmxvh: Xllprvh ziv vmzyovw uli vhhvmgrzo ufmxgrlmh lmob, zmw gizxprmt rh ornrgvw gl zmlmbnravw wzgz.",AtBash
Internet Records,User Preferences,"Notification Preferences: User prefers push notifications for updates related only to subscribed topics such as technology and health. Privacy Preferences: Cookies are disabled, and tracking is not allowed for enhanced privacy.","Mlgrurxzgrlm Kivuvivmxvh: Fhvi kivuvih kfhs mlgrurxzgrlmh uli fkwzgvh ivozgvw lmob gl hfyhxiryvw glkrxh hfxs zh gvxsmloltb zmw svzogs. Kirezxb Kivuvivmxvh: Xllprvh ziv wrhzyovw, zmw gizxprmt rh mlg zooldvw uli vmszmxvw kirezxb.",AtBash
Internet Records,User Preferences,"User123 favors dark mode for a sleeker interface appearance and selects a larger font size for readability. Privacy settings are bolstered by disallowing cookies and declining any form of tracking, ensuring maximum personal data protection.","Fhvi123 uzelih wzip nlwv uli z hovvpvi rmgviuzxv zkkvzizmxv zmw hvovxgh z ozitvi ulmg hrav uli ivzwzyrorgb. Kirezxb hvggrmth ziv ylohgvivw yb wrhzooldrmt xllprvh zmw wvxormrmt zmb ulin lu gizxprmt, vmhfirmt nzcrnfn kvihlmzo wzgz kilgvxgrlm.",AtBash
Internet Records,User Preferences,"User: Emma; Active Time Periods: 08:00-10:00 and 20:00-23:00; Content Consumption Habits: Reads an average of 10 articles daily, with a preference for technology and health topics, and watches videos for approximately 2 hours, mainly focusing on educational content.","Fhvi: Vnnz; Zxgrev Grnv Kvirlwh: 08:00-10:00 zmw 20:00-23:00; Xlmgvmg Xlmhfnkgrlm Szyrgh: Ivzwh zm zeviztv lu 10 zigrxovh wzrob, drgs z kivuvivmxv uli gvxsmloltb zmw svzogs glkrxh, zmw dzgxsvh erwvlh uli zkkilcrnzgvob 2 slfih, nzrmob ulxfhrmt lm vwfxzgrlmzo xlmgvmg.",AtBash
Internet Records,User Preferences,"User X logged in daily, averaging 2 hours of social media consumption. Their daily reading volume is about 15 articles, with session durations averaging 5 minutes per article. User X interacts frequently, with an average of 10 likes, 5 comments, and 2 shares per day.","Fhvi C olttvw rm wzrob, zeviztrmt 2 slfih lu hlxrzo nvwrz xlmhfnkgrlm. Gsvri wzrob ivzwrmt elofnv rh zylfg 15 zigrxovh, drgs hvhhrlm wfizgrlmh zeviztrmt 5 nrmfgvh kvi zigrxov. Fhvi C rmgvizxgh uivjfvmgob, drgs zm zeviztv lu 10 orpvh, 5 xlnnvmgh, zmw 2 hszivh kvi wzb.",AtBash
Internet Records,User Preferences,"Interest Categories: Technology, Entertainment, Sports; Shopping Preferences: Electronics, Footwear, Books; User Data Summary: This user displays a marked preference for technology-related content, frequently browsing and engaging with articles, videos, and forums centered around new tech releases and software reviews.","Rmgvivhg Xzgvtlirvh: Gvxsmloltb, Vmgvigzrmnvmg, Hkligh; Hslkkrmt Kivuvivmxvh: Vovxgilmrxh, Ullgdvzi, Yllph; Fhvi Wzgz Hfnnzib: Gsrh fhvi wrhkozbh z nzipvw kivuvivmxv uli gvxsmloltb-ivozgvw xlmgvmg, uivjfvmgob yildhrmt zmw vmtztrmt drgs zigrxovh, erwvlh, zmw ulifnh xvmgvivw zilfmw mvd gvxs ivovzhvh zmw hlugdziv ivervdh.",AtBash
Internet Records,User Preferences,"User X has demonstrated a variety of interest preferences within the Internet Records domain, particularly under the User Preferences subdomain. The interest categories captured include a strong inclination towards fields such as technology, where User X frequently engages with the latest innovations in artificial intelligence and cybersecurity domains.","Fhvi C szh wvnlmhgizgvw z ezirvgb lu rmgvivhg kivuvivmxvh drgsrm gsv Rmgvimvg Ivxliwh wlnzrm, kzigrxfoziob fmwvi gsv Fhvi Kivuvivmxvh hfywlnzrm. Gsv rmgvivhg xzgvtlirvh xzkgfivw rmxofwv z hgilmt rmxormzgrlm gldziwh urvowh hfxs zh gvxsmloltb, dsviv Fhvi C uivjfvmgob vmtztvh drgs gsv ozgvhg rmmlezgrlmh rm zigrurxrzo rmgvoortvmxv zmw xbyvihvxfirgb wlnzrmh.",AtBash
Personal Privacy Data,Identity Information,"Ledia, an American, resides in Los Angeles.","KMdfcehjaa, aamo AAlndfqshjbdaamo, qsdfrthjcedfrt hjmo KMnprt AAmofhdfkmdfrt.",Dual Average
Personal Privacy Data,Identity Information,Dean holds the passport number A1084796.,CEdfaamo ginpkmcert sugidf oqaartrtoqnpqssu motvlnacdfqs AA1084796.,Dual Average
Personal Privacy Data,Identity Information,Clark holds the ID Card Number 1931-9374-8919.,BDkmaaqsjl ginpkmcert sugidf HJCE BDaaqsce MOtvlnacdfqs 1931-9374-8919.,Dual Average
Personal Privacy Data,Identity Information,Paul will go to Vienna for a conference next year.,OQaatvkm vxhjkmkm fhnp sunp UWhjdfmomoaa egnpqs aa bdnpmoegdfqsdfmobddf modfwysu xzdfaaqs.,Dual Average
Personal Privacy Data,Identity Information,Emma often dates on Facebook without telling her family.,DFlnlnaa npegsudfmo ceaasudfrt npmo EGaabddfacnpnpjl vxhjsuginptvsu sudfkmkmhjmofh gidfqs egaalnhjkmxz.,Dual Average
Personal Privacy Data,Identity Information,Smith has been divorced several times and has a stepson.,RTlnhjsugi giaart acdfdfmo cehjuwnpqsbddfce rtdfuwdfqsaakm suhjlndfrt aamoce giaart aa rtsudfoqrtnpmo.,Dual Average
Personal Privacy Data,Identity Information,"James, American, is married to Susan.","IKaalndfrt, AAlndfqshjbdaamo, hjrt lnaaqsqshjdfce sunp RTtvrtaamo.",Dual Average
Personal Privacy Data,Identity Information,"Smith, a 34-year-old resident, can be reached at +1-501-234-5678.","RTlnhjsugi, aa 34-xzdfaaqs-npkmce qsdfrthjcedfmosu, bdaamo acdf qsdfaabdgidfce aasu +1-501-234-5678.",Dual Average
Personal Privacy Data,Identity Information,Name: Patrick; Passport Number: X1046823549; Nationality: Canadian.,MOaalndf: OQaasuqshjbdjl; OQaartrtoqnpqssu MOtvlnacdfqs: WY1046823549; MOaasuhjnpmoaakmhjsuxz: BDaamoaacehjaamo.,Dual Average
Personal Privacy Data,Identity Information,"Mr. Jonathan Lee, residing at 123 Maple Street, Springfield, was born in 1985.","LNqs. IKnpmoaasugiaamo KMdfdf, qsdfrthjcehjmofh aasu 123 LNaaoqkmdf RTsuqsdfdfsu, RToqqshjmofheghjdfkmce, vxaart acnpqsmo hjmo 1985.",Dual Average
Personal Privacy Data,Identity Information,"Peter was born on April 23, 1985, and carries a passport with the number X844805.","OQdfsudfqs vxaart acnpqsmo npmo AAoqqshjkm 23, 1985, aamoce bdaaqsqshjdfrt aa oqaartrtoqnpqssu vxhjsugi sugidf motvlnacdfqs WY844805.",Dual Average
Personal Privacy Data,Identity Information,"John Doe, American, resides at 742 Evergreen Terrace, Springfield, with the phone number 1973170187. He is married.","IKnpgimo CEnpdf, AAlndfqshjbdaamo, qsdfrthjcedfrt aasu 742 DFuwdfqsfhqsdfdfmo SUdfqsqsaabddf, RToqqshjmofheghjdfkmce, vxhjsugi sugidf oqginpmodf motvlnacdfqs 1973170187. GIdf hjrt lnaaqsqshjdfce.",Dual Average
Personal Privacy Data,Identity Information,Sol used to live in Texas and now resides in California with his wife.,RTnpkm tvrtdfce sunp kmhjuwdf hjmo SUdfwyaart aamoce monpvx qsdfrthjcedfrt hjmo BDaakmhjegnpqsmohjaa vxhjsugi gihjrt vxhjegdf.,Dual Average
Personal Privacy Data,Identity Information,"Gender: Female; Household Registration: 123 Maple Street, Springfield, State, Postal Code 98765.","FHdfmocedfqs: EGdflnaakmdf; GInptvrtdfginpkmce QSdffhhjrtsuqsaasuhjnpmo: 123 LNaaoqkmdf RTsuqsdfdfsu, RToqqshjmofheghjdfkmce, RTsuaasudf, OQnprtsuaakm BDnpcedf 98765.",Dual Average
Personal Privacy Data,Identity Information,Max has been divorced several times and has a stepson.,LNaawy giaart acdfdfmo cehjuwnpqsbddfce rtdfuwdfqsaakm suhjlndfrt aamoce giaart aa rtsudfoqrtnpmo.,Dual Average
Personal Privacy Data,Identity Information,"Noah shares hiking moments on Snapchat, usually posting pictures of breathtaking views during weekends.","MOnpaagi rtgiaaqsdfrt gihjjlhjmofh lnnplndfmosurt npmo RTmoaaoqbdgiaasu, tvrttvaakmkmxz oqnprtsuhjmofh oqhjbdsutvqsdfrt npeg acqsdfaasugisuaajlhjmofh uwhjdfvxrt cetvqshjmofh vxdfdfjldfmocert.",Dual Average
Personal Privacy Data,Identity Information,"Nationality: Canadian, Gender: Female, ID Card Number: A04971921, Residential Address: 456 Maple Leaf Drive, Vancouver, BC V6T 1Z4, Canada, Date of Birth: 1995-07-12.","MOaasuhjnpmoaakmhjsuxz: BDaamoaacehjaamo, FHdfmocedfqs: EGdflnaakmdf, HJCE BDaaqsce MOtvlnacdfqs: AA04971921, QSdfrthjcedfmosuhjaakm AAceceqsdfrtrt: 456 LNaaoqkmdf KMdfaaeg CEqshjuwdf, UWaamobdnptvuwdfqs, ACBD UW6SU 1ZZ4, BDaamoaaceaa, CEaasudf npeg AChjqssugi: 1995-07-12.",Dual Average
Personal Privacy Data,Identity Information,"Name: Jordan Smith; Date of Birth: April 12, 1985; Country of Residence: Canada; Gender: Non-binary; Occupation: Data Analyst; Contact Number: +01-984-157-8901; Postal Address: 789 Maple Lane, Toronto.","MOaalndf: IKnpqsceaamo RTlnhjsugi; CEaasudf npeg AChjqssugi: AAoqqshjkm 12, 1985; BDnptvmosuqsxz npeg QSdfrthjcedfmobddf: BDaamoaaceaa; FHdfmocedfqs: MOnpmo-achjmoaaqsxz; NPbdbdtvoqaasuhjnpmo: CEaasuaa AAmoaakmxzrtsu; BDnpmosuaabdsu MOtvlnacdfqs: +01-984-157-8901; OQnprtsuaakm AAceceqsdfrtrt: 789 LNaaoqkmdf KMaamodf, SUnpqsnpmosunp.",Dual Average
Personal Privacy Data,Identity Information,"Smith, Date of Birth: November 15, 1987, Marital Status: Married, Passport Number: A0947106, Registered Residence: Springfield, Illinois, Residential Address: 456 Elm St., Shelbyville, Illinois.","RTlnhjsugi, CEaasudf npeg AChjqssugi: MOnpuwdflnacdfqs 15, 1987, LNaaqshjsuaakm RTsuaasutvrt: LNaaqsqshjdfce, OQaartrtoqnpqssu MOtvlnacdfqs: AA0947106, QSdffhhjrtsudfqsdfce QSdfrthjcedfmobddf: RToqqshjmofheghjdfkmce, HJkmkmhjmonphjrt, QSdfrthjcedfmosuhjaakm AAceceqsdfrtrt: 456 DFkmln RTsu., RTgidfkmacxzuwhjkmkmdf, HJkmkmhjmonphjrt.",Dual Average
Personal Privacy Data,Identity Information,"Name: John Doe; Nationality: Canadian; Gender: Male; Marital Status: Single; Date of Birth: May 23, 1993; Residential Address: 123 Maple Street, Toronto, Ontario, A1B 2C3; ID Card Number: CAN123456789; Passport Number: PQ4815162342; Registered Residence: Vancouver, British Columbia.","MOaalndf: IKnpgimo CEnpdf; MOaasuhjnpmoaakmhjsuxz: BDaamoaacehjaamo; FHdfmocedfqs: LNaakmdf; LNaaqshjsuaakm RTsuaasutvrt: RThjmofhkmdf; CEaasudf npeg AChjqssugi: LNaaxz 23, 1993; QSdfrthjcedfmosuhjaakm AAceceqsdfrtrt: 123 LNaaoqkmdf RTsuqsdfdfsu, SUnpqsnpmosunp, NPmosuaaqshjnp, AA1AC 2BD3; HJCE BDaaqsce MOtvlnacdfqs: BDAAMO123456789; OQaartrtoqnpqssu MOtvlnacdfqs: OQPR4815162342; QSdffhhjrtsudfqsdfce QSdfrthjcedfmobddf: UWaamobdnptvuwdfqs, ACqshjsuhjrtgi BDnpkmtvlnachjaa.",Dual Average
Personal Privacy Data,Identity Information,"James lives at 123 Maple Street, Apt 4, Springfield, IL, 62704. He is associated with family members Mary Doe and Richard Roe. His mobile number is 555-6789. He identifies as male and holds Irish nationality. Household registration states residence at 789 Oak Ridge, Newtown, Ireland.","IKaalndfrt kmhjuwdfrt aasu 123 LNaaoqkmdf RTsuqsdfdfsu, AAoqsu 4, RToqqshjmofheghjdfkmce, HJKM, 62704. GIdf hjrt aartrtnpbdhjaasudfce vxhjsugi egaalnhjkmxz lndflnacdfqsrt LNaaqsxz CEnpdf aamoce QShjbdgiaaqsce QSnpdf. GIhjrt lnnpachjkmdf motvlnacdfqs hjrt 555-6789. GIdf hjcedfmosuhjeghjdfrt aart lnaakmdf aamoce ginpkmcert HJqshjrtgi moaasuhjnpmoaakmhjsuxz. GInptvrtdfginpkmce qsdffhhjrtsuqsaasuhjnpmo rtsuaasudfrt qsdfrthjcedfmobddf aasu 789 NPaajl QShjcefhdf, MOdfvxsunpvxmo, HJqsdfkmaamoce.",Dual Average
Personal Privacy Data,Identity Information,"John Smith, born on January 15, 1990, holds American nationality and resides at 123 Elm Street, Springfield, Illinois. His mobile number is +1-312-555-6789, and his ID card number is IDURITY1234567. He is married to Jane Smith, who can be reached at +1-312-555-6789. They have two children: Emily (16, high school) and Michael (12, middle school). Their address and contact information are the same.","IKnpgimo RTlnhjsugi, acnpqsmo npmo IKaamotvaaqsxz 15, 1990, ginpkmcert AAlndfqshjbdaamo moaasuhjnpmoaakmhjsuxz aamoce qsdfrthjcedfrt aasu 123 DFkmln RTsuqsdfdfsu, RToqqshjmofheghjdfkmce, HJkmkmhjmonphjrt. GIhjrt lnnpachjkmdf motvlnacdfqs hjrt +1-312-555-6789, aamoce gihjrt HJCE bdaaqsce motvlnacdfqs hjrt HJCETVQSHJSUXZ1234567. GIdf hjrt lnaaqsqshjdfce sunp IKaamodf RTlnhjsugi, vxginp bdaamo acdf qsdfaabdgidfce aasu +1-312-555-6789. SUgidfxz giaauwdf suvxnp bdgihjkmceqsdfmo: DFlnhjkmxz (16, gihjfhgi rtbdginpnpkm) aamoce LNhjbdgiaadfkm (12, lnhjcecekmdf rtbdginpnpkm). SUgidfhjqs aaceceqsdfrtrt aamoce bdnpmosuaabdsu hjmoegnpqslnaasuhjnpmo aaqsdf sugidf rtaalndf.",Dual Average
Personal Privacy Data,Health Information,Medical Record Number: 987-654-321; Patient Name: James.,LNdfcehjbdaakm QSdfbdnpqsce MOtvlnacdfqs: 987-654-321; OQaasuhjdfmosu MOaalndf: IKaalndfrt.,Dual Average
Personal Privacy Data,Health Information,The Brian family has a history of heart disease.,SUgidf ACqshjaamo egaalnhjkmxz giaart aa gihjrtsunpqsxz npeg gidfaaqssu cehjrtdfaartdf.,Dual Average
Personal Privacy Data,Health Information,"Patient ID: R567890; Name: Sarah Johnson; Age: 29; Diagnoses: Migraine, Generalized Anxiety Disorder.","OQaasuhjdfmosu HJCE: QS567890; MOaalndf: RTaaqsaagi IKnpgimortnpmo; AAfhdf: 29; CEhjaafhmonprtdfrt: LNhjfhqsaahjmodf, FHdfmodfqsaakmhjzzdfce AAmowyhjdfsuxz CEhjrtnpqscedfqs.",Dual Average
Personal Privacy Data,Health Information,Patient ID: R094713; Name: Jamie Lee; Age: 45; Gender: Female; EMR: EHR-234987.,OQaasuhjdfmosu HJCE: QS094713; MOaalndf: IKaalnhjdf KMdfdf; AAfhdf: 45; FHdfmocedfqs: EGdflnaakmdf; DFLNQS: DFGIQS-234987.,Dual Average
Personal Privacy Data,Health Information,"Individual ID: A1234567; Name: Jane Doe; Age: 34; Genetic Testing: Chromosome 16p11.2 Deletion, Celiac Disease Predisposition.","HJmocehjuwhjcetvaakm HJCE: AA1234567; MOaalndf: IKaamodf CEnpdf; AAfhdf: 34; FHdfmodfsuhjbd SUdfrtsuhjmofh: BDgiqsnplnnprtnplndf 16oq11.2 CEdfkmdfsuhjnpmo, BDdfkmhjaabd CEhjrtdfaartdf OQqsdfcehjrtoqnprthjsuhjnpmo.",Dual Average
Personal Privacy Data,Health Information,"Patient Name: Michael; Date of Birth: 1990-12-25; EMR ID: 391741601; Health Condition: Asthma; Treatment: Albuterol Inhaler; Allergies: Dust Mites, Pollen.","OQaasuhjdfmosu MOaalndf: LNhjbdgiaadfkm; CEaasudf npeg AChjqssugi: 1990-12-25; DFLNQS HJCE: 391741601; GIdfaakmsugi BDnpmocehjsuhjnpmo: AArtsugilnaa; SUqsdfaasulndfmosu: AAkmactvsudfqsnpkm HJmogiaakmdfqs; AAkmkmdfqsfhhjdfrt: CEtvrtsu LNhjsudfrt, OQnpkmkmdfmo.",Dual Average
Personal Privacy Data,Health Information,"Ethan, 34, average daily step count: 7,500, sleep: 6.5 hours/night.","DFsugiaamo, 34, aauwdfqsaafhdf ceaahjkmxz rtsudfoq bdnptvmosu: 7,500, rtkmdfdfoq: 6.5 ginptvqsrt/mohjfhgisu.",Dual Average
Personal Privacy Data,Health Information,"Patient ID: MRN903481; MRI: Mild lumbar disc herniation; Blood Test: Elevated cholesterol, follow-up with cardiologist recommended.","OQaasuhjdfmosu HJCE: LNQSMO903481; LNQSHJ: LNhjkmce kmtvlnacaaqs cehjrtbd gidfqsmohjaasuhjnpmo; ACkmnpnpce SUdfrtsu: DFkmdfuwaasudfce bdginpkmdfrtsudfqsnpkm, egnpkmkmnpvx-tvoq vxhjsugi bdaaqscehjnpkmnpfhhjrtsu qsdfbdnplnlndfmocedfce.",Dual Average
Personal Privacy Data,Health Information,"Medical Record Number: MR123456; Patient ID: PID987654; Allergy: Shellfish, bee stings, latex; reactions: anaphylaxis.","LNdfcehjbdaakm QSdfbdnpqsce MOtvlnacdfqs: LNQS123456; OQaasuhjdfmosu HJCE: OQHJCE987654; AAkmkmdfqsfhxz: RTgidfkmkmeghjrtgi, acdfdf rtsuhjmofhrt, kmaasudfwy; qsdfaabdsuhjnpmort: aamoaaoqgixzkmaawyhjrt.",Dual Average
Personal Privacy Data,Health Information,"Patient ID: MRN456789; Medical History: Emily, 38, diagnosed with asthma, treated with inhalers. Allergic to dust mites, pollen.","OQaasuhjdfmosu HJCE: LNQSMO456789; LNdfcehjbdaakm GIhjrtsunpqsxz: DFlnhjkmxz, 38, cehjaafhmonprtdfce vxhjsugi aartsugilnaa, suqsdfaasudfce vxhjsugi hjmogiaakmdfqsrt. AAkmkmdfqsfhhjbd sunp cetvrtsu lnhjsudfrt, oqnpkmkmdfmo.",Dual Average
Personal Privacy Data,Health Information,"Vaccination: Fully vaccinated for COVID-19, Tetanus booster 2022-06-10. Diagnosed with mild anxiety disorder, counseling bi-weekly.","UWaabdbdhjmoaasuhjnpmo: EGtvkmkmxz uwaabdbdhjmoaasudfce egnpqs BDNPUWHJCE-19, SUdfsuaamotvrt acnpnprtsudfqs 2022-06-10. CEhjaafhmonprtdfce vxhjsugi lnhjkmce aamowyhjdfsuxz cehjrtnpqscedfqs, bdnptvmortdfkmhjmofh achj-vxdfdfjlkmxz.",Dual Average
Personal Privacy Data,Health Information,"Patient Name: Justin; Date of Birth: 1984-06-15; EMR ID: 16697101; Condition: Type 2 Diabetes; Treatment: Metformin 500mg; Surgery: Appendectomy, 2022-08-11.","OQaasuhjdfmosu MOaalndf: IKtvrtsuhjmo; CEaasudf npeg AChjqssugi: 1984-06-15; DFLNQS HJCE: 16697101; BDnpmocehjsuhjnpmo: SUxzoqdf 2 CEhjaaacdfsudfrt; SUqsdfaasulndfmosu: LNdfsuegnpqslnhjmo 500lnfh; RTtvqsfhdfqsxz: AAoqoqdfmocedfbdsunplnxz, 2022-08-11.",Dual Average
Personal Privacy Data,Health Information,"Medical Record Number: MR789504; Allergy: Penicillin, peanuts; reactions: anaphylactic shock.","LNdfcehjbdaakm QSdfbdnpqsce MOtvlnacdfqs: LNQS789504; AAkmkmdfqsfhxz: OQdfmohjbdhjkmkmhjmo, oqdfaamotvsurt; qsdfaabdsuhjnpmort: aamoaaoqgixzkmaabdsuhjbd rtginpbdjl.",Dual Average
Personal Privacy Data,Health Information,"Patient ID: 74823290-LA; Name: Jonathan Smith; DOB: 1975-06-10; Admission: 2023-07-15; Diagnosis: COPD Stage 2; Prescription: Albuterol, Spiriva; CT Scan: Emphysema.","OQaasuhjdfmosu HJCE: 74823290-KMAA; MOaalndf: IKnpmoaasugiaamo RTlnhjsugi; CENPAC: 1975-06-10; AAcelnhjrtrthjnpmo: 2023-07-15; CEhjaafhmonprthjrt: BDNPOQCE RTsuaafhdf 2; OQqsdfrtbdqshjoqsuhjnpmo: AAkmactvsudfqsnpkm, RToqhjqshjuwaa; BDSU RTbdaamo: DFlnoqgixzrtdflnaa.",Dual Average
Personal Privacy Data,Education Data,"Jimmy, GPA: 3.71.","IKhjlnlnxz, FHOQAA: 3.71.",Dual Average
Personal Privacy Data,Education Data,Taylor was disciplined multiple times in middle school.,SUaaxzkmnpqs vxaart cehjrtbdhjoqkmhjmodfce lntvkmsuhjoqkmdf suhjlndfrt hjmo lnhjcecekmdf rtbdginpnpkm.,Dual Average
Personal Privacy Data,Education Data,"Howard, ranked 11th.","GInpvxaaqsce, qsaamojldfce 11sugi.",Dual Average
Personal Privacy Data,Education Data,"John Doe, Mathematics: Score: 90, Credits: 3.","IKnpgimo CEnpdf, LNaasugidflnaasuhjbdrt: RTbdnpqsdf: 90, BDqsdfcehjsurt: 3.",Dual Average
Personal Privacy Data,Education Data,"Student ID: S1972705010; Math: Score: 87, GPA: 3.75.","RTsutvcedfmosu HJCE: RT1972705010; LNaasugi: RTbdnpqsdf: 87, FHOQAA: 3.75.",Dual Average
Personal Privacy Data,Education Data,"Emily R., Enrollment: 2020; Developmental Psychology: Score: 92, GPA: 3.8.","DFlnhjkmxz QS., DFmoqsnpkmkmlndfmosu: 2020; CEdfuwdfkmnpoqlndfmosuaakm OQrtxzbdginpkmnpfhxz: RTbdnpqsdf: 92, FHOQAA: 3.8.",Dual Average
Personal Privacy Data,Education Data,"Sarah Lee, Advanced Data Science, Spring 2024; Payment: $2000, Bank Transfer.","RTaaqsaagi KMdfdf, AAceuwaamobddfce CEaasuaa RTbdhjdfmobddf, RToqqshjmofh 2024; OQaaxzlndfmosu: $2000, ACaamojl SUqsaamortegdfqs.",Dual Average
Personal Privacy Data,Education Data,"Sam, Subjects: Calculus (A), Biology (B+); GPA: 3.7, Ranking: Top 5%, Awards: Deans List (2023-06-10), Penalties: Late Submission (2023-09-15).","RTaaln, RTtvacikdfbdsurt: BDaakmbdtvkmtvrt (AA), AChjnpkmnpfhxz (AC+); FHOQAA: 3.7, QSaamojlhjmofh: SUnpoq 5%, AAvxaaqscert: CEdfaamort KMhjrtsu (2023-06-10), OQdfmoaakmsuhjdfrt: KMaasudf RTtvaclnhjrtrthjnpmo (2023-09-15).",Dual Average
Personal Privacy Data,Education Data,"Student ID: EN2979017107, Electrical Engineering, GPA: 3.7, Deans List 2022-2023, Innovation Award 2024, Robotics Club President.","RTsutvcedfmosu HJCE: DFMO2979017107, DFkmdfbdsuqshjbdaakm DFmofhhjmodfdfqshjmofh, FHOQAA: 3.7, CEdfaamort KMhjrtsu 2022-2023, HJmomonpuwaasuhjnpmo AAvxaaqsce 2024, QSnpacnpsuhjbdrt BDkmtvac OQqsdfrthjcedfmosu.",Dual Average
Personal Privacy Data,Education Data,"Jessica Brown, Bachelors in Biology, GPA: 3.9, Graduated 2023, Courses: Genetics, Microbiology, Ecology, Biochemistry.","IKdfrtrthjbdaa ACqsnpvxmo, ACaabdgidfkmnpqsrt hjmo AChjnpkmnpfhxz, FHOQAA: 3.9, FHqsaacetvaasudfce 2023, BDnptvqsrtdfrt: FHdfmodfsuhjbdrt, LNhjbdqsnpachjnpkmnpfhxz, DFbdnpkmnpfhxz, AChjnpbdgidflnhjrtsuqsxz.",Dual Average
Personal Privacy Data,Education Data,"Student ID: EN2023XD8921, Computer Science, GPA: 3.8, Deans List 2021-2022, Outstanding Thesis Award 2023, Coding Club VP.","RTsutvcedfmosu HJCE: DFMO2023WYCE8921, BDnplnoqtvsudfqs RTbdhjdfmobddf, FHOQAA: 3.8, CEdfaamort KMhjrtsu 2021-2022, NPtvsurtsuaamocehjmofh SUgidfrthjrt AAvxaaqsce 2023, BDnpcehjmofh BDkmtvac UWOQ.",Dual Average
Personal Privacy Data,Education Data,"Alex Smith, Bachelors in Computer Science, GPA: 3.85, Expected Graduation: 2024, Courses: Algorithms, Data Structures, Machine Learning.","AAkmdfwy RTlnhjsugi, ACaabdgidfkmnpqsrt hjmo BDnplnoqtvsudfqs RTbdhjdfmobddf, FHOQAA: 3.85, DFwyoqdfbdsudfce FHqsaacetvaasuhjnpmo: 2024, BDnptvqsrtdfrt: AAkmfhnpqshjsugilnrt, CEaasuaa RTsuqstvbdsutvqsdfrt, LNaabdgihjmodf KMdfaaqsmohjmofh.",Dual Average
Personal Privacy Data,Education Data,"David Wilson, Masters in Data Science, GPA: 3.95, Expected Graduation: 2023, Courses: Big Data Analytics, Machine Learning, Data Visualization.","CEaauwhjce VXhjkmrtnpmo, LNaartsudfqsrt hjmo CEaasuaa RTbdhjdfmobddf, FHOQAA: 3.95, DFwyoqdfbdsudfce FHqsaacetvaasuhjnpmo: 2023, BDnptvqsrtdfrt: AChjfh CEaasuaa AAmoaakmxzsuhjbdrt, LNaabdgihjmodf KMdfaaqsmohjmofh, CEaasuaa UWhjrttvaakmhjzzaasuhjnpmo.",Dual Average
Personal Privacy Data,Education Data,"Michael T., Business Administration, Financial Accounting: Score: 90, GPA: 3.7, Marketing: Score: 85, Ranking: 20th.","LNhjbdgiaadfkm SU., ACtvrthjmodfrtrt AAcelnhjmohjrtsuqsaasuhjnpmo, EGhjmoaamobdhjaakm AAbdbdnptvmosuhjmofh: RTbdnpqsdf: 90, FHOQAA: 3.7, LNaaqsjldfsuhjmofh: RTbdnpqsdf: 85, QSaamojlhjmofh: 20sugi.",Dual Average
